longitude|latitude|start_date|end_date|source|horizon_lower|horizon_upper|aluminium_extractable|boron_extractable|calcium_extractable|carbon_organic|carbon_total|copper_extractable|electrical_conductivity|iron_extractable|magnesium_extractable|manganese_extractable|nitrogen_total|ph|phosphorus_extractable|potassium_extractable|sodium_extractable|sulphur_extractable|zinc_extractable
35.18541|-8.49051|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1109.524||735.652|17.13|15.67|5.05||82.447|269.992|173.374|1.05|6.19||255.396|||
35.00686|-8.48976|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1140.631||534.486|10.42|10.05|1.158||89.078|159.325|59.635|0.78|5.667||137.737|||
35.44869|-8.48959|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1262.385||888.662|18.41|14.92|2.159||82.914|157.95|133.805|1.41|5.655||337.138|||
35.01113|-8.48951|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|741.873||211.457|9.05|7.55|1.225||137.22|149.195|182.392|0.63|5.901||170.178|||
34.98229|-8.48898|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|993.593||919.918|11.6|11.63|2.751||118.178|265.65|189.123|1.06|6.06||408.804|||
35.43528|-8.48889|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1344.78||586.932|30.59|24.27|1.548||139.494|151.3|79.05|2.34|5.554||151.615|||
34.94139|-8.48696|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|806.473||817.654|8.7|9.36|1.03||87.73|143.673|106.569|0.75|6.285||205.058|||
34.98063|-8.48626|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1371.937||204.915|7.18|8.84|2.23||63.629|144.808|38.542|0.53|5.424||175.059|||
35.31152|-8.48587|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1358.419||126.392|15.7|14.79|1.433||67.125|115.97|59.979|0.94|5.212||99.13|||
35.34708|-8.48441|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1327.545||679.673|27.74|30.17|0.962||87.197|163.471|16.724|2.13|5.573||182.639|||
34.9839|-8.48356|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1280.452||127.959|10.4|9.49|1.561||55.886|104.547|32.527|0.65|5.308||124.08|||
35.34981|-8.48354|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1063.854||1176.33|31.21|32.4|3.159||119.19|279.193|239.273|2.79|6.014||343.526|||
35.30883|-8.48321|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1254.842||161.905|14.01|13.91|1.512||61.853|116.323|52.498|0.99|5.579||75.873|||
35.18582|-8.48237|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1293.344||141.963|7.94|7.66|0.863||68.06|28.366|35.84|0.45|5.521||58.472|||
34.98667|-8.48183|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|748.755||127.871|4.97|5.51|0.193||89.852|106.281|79.885|0.3|5.757||115.614|||
35.34792|-8.48174|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1468.244||358.653|25.42|25.64|0.806||96.131|107.604|10.362|1.62|5.174||122.576|||
35.35242|-8.48083|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1150.047||775.62|19.23|20.39|1.566||77.423|174.838|50.005|1.38|5.988||153.635|||
34.80977|-8.48077|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|816.714||611.802|8.38|7.88|1.434||76.925|276.513|178.456|0.68|5.975||309.611|||
35.18317|-8.48053|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1212.064||169.829|15.32|16.12|1.665||64.871|74.366|64.615|0.9|5.456||97.043|||
35.30152|-8.48035|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1276.76||279.915|12.78|11.42|1.057||63.931|83.635|17.572|0.67|5.376||96.181|||
34.80905|-8.48025|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|882.557||987.107|9.49|9.92|2.472||82.932|320.71|215.524|0.92|6.313||297.673|||
35.04486|-8.47862|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1034.857||1376.643|25.92|23.79|2.601||110.774|271.536|130.73|2.2|6.375||433.915|||
35.04467|-8.47838|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|786.015||806.296|11.15|9.12|2.199||70.024|109.046|82.673|0.6|6.182||107.126|||
35.38881|-8.47747|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1148.051||685.287|24.27|22.06|0.784||73.73|112.262|67.368|1.3|5.758||147.314|||
35.04465|-8.47652|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|966.624||1314.021|20.04|18.77|2.053||75.772|226.641|118.317|1.45|6.083||154.954|||
35.37151|-8.47648|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|996.393||225.35|7.05|7.71|2.288||73.672|84.211|41.658|0.51|5.2||76.398|||
34.83825|-8.4762|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|833.296||460.536|7.28|6.1|1.098||84.581|123.009|160.572|0.61|5.624||174.341|||
34.84185|-8.47617|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1016.404||631.385|8.7|8.07|1.176||61.812|200.655|147.43|0.66|5.967||309.568|||
35.04918|-8.4761|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1097.099||839.891|15.19|13.53|2.42||70.649|102.796|123.491|1.06|5.679||219.55|||
34.8364|-8.47527|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|561.73||509.65|7.86|5.9|0.868||92.027|126.649|140.318|0.43|6.542||206.524|||
35.30494|-8.47507|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1313.396||72.179|9.44|9.91|1.063||70.444|80.119|35.719|0.54|5.317||74.532|||
34.96918|-8.47447|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1012.95||521.833|7.65|6.65|1.401||92.621|136.429|148.565|0.67|5.843||149.263|||
35.37409|-8.4738|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1142.344||768.687|23.16|22.69|1.681||78.107|117.548|95.262|1.42|5.878||156.943|||
35.37322|-8.4738|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1355.437||428.216|27.82|26.29|0.928||67.498|172.009|81.154|1.7|5.457||116.005|||
34.83367|-8.47347|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|788.135||875.341|8.39|8.11|1.381||73.062|212.409|208.297|0.6|5.806||379.716|||
35.39414|-8.47305|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1260.287||708.061|30.35|28.01|1.193||73.497|159.575|53.424|1.8|5.725||179.38|||
35.35963|-8.47274|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1391.088||759.441|26.97|26.59|1.109||65.65|184.64|76.104|1.89|5.52||95.047|||
35.41051|-8.4723|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1637.182||184.538|26.74|28.37|1.135||94.378|118.942|44.961|1.61|5.082||94.368|||
35.41233|-8.47226|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1131.738||1109.806|20.82|20.07|3.147||126.823|215.862|137.668|1.48|6.254||248.477|||
35.03|-8.4703|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1068.545||196.65|11.41|9.71|3.383||60.801|157.139|88.994|0.74|5.675||156.583|||
34.83618|-8.47014|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|702.046||574.916|6.16|6.73|0.883||78.871|135.192|182.36|0.47|5.779||269.912|||
35.31582|-8.46961|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1048.664||770.953|11.85|9.08|1.266||72.967|113.248|129.157|0.74|5.964||329.768|||
34.96271|-8.46897|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|867.034||493.681|8.77|7.25|2.543||70.881|127.839|150.448|0.57|5.966||192.559|||
35.01544|-8.46848|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|915.6||324.323|9.18|8.91|0.671||104.41|110.967|109.421|0.65|5.194||137.988|||
34.84226|-8.46819|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|931.538||343.341|14.86|13.32|0.912||125.057|133.259|82.224|1.05|5.151||231.856|||
34.84838|-8.46715|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|828.155||621.457|5.36|6.48|0.278||70.462|127.384|143.135|0.54|5.422||212.892|||
35.41041|-8.46687|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1498.659||712.907|35.08|37.4|0.99||72.14|116.4|35.008|2.53|5.437||103.392|||
35.40671|-8.46685|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1293.252||413.161|16.58|15.53|0.434||155.292|96.901|42.501|1.03|4.827||169.808|||
35.02002|-8.46571|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|911.34||424.338|9.74|7.72|2.807||64.523|142.705|147.778|0.54|5.911||309.962|||
34.99731|-8.46564|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|577.983||951.979|11.13|11.92|2.133||65.79|123.961|175.576|0.87|6.778||98.226|||
35.46956|-8.46551|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1022.523||1121.719|23.57|24.6|3.039||144.43|263.251|172.197|1.99|5.907||245.705|||
35.46679|-8.46546|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1069.277||941.188|19.41|20.8|2.77||114.961|260.006|177.659|1.62|5.981||384.075|||
35.00037|-8.46474|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1048.318||831.373|10.12|7.16|1.819||69.639|99.266|98.093|0.59|5.864||146.449|||
35.41124|-8.4642|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1517.677||429.302|30.6|30.74|0.965||79.639|74.593|40.518|1.75|4.897||96.058|||
35.00266|-8.46387|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|629.937||1096.83|8.77|9.18|1.685||79.325|136.973|200.695|0.85|6.588||123.593|||
35.01754|-8.46382|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1213.075||150.73|11.97|11.82|0.699||53.211|184.796|48.258|0.66|5.554||94.814|||
35.31565|-8.46345|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1190.105||696.269|19.8|17.28|1.818||122.322|151.024|87.66|1.27|5.529||221.082|||
35.01882|-8.4631|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1228.678||127.44|11.19|11.54|1.35||49.793|164.675|65.781|0.68|5.556||100.574|||
35.38931|-8.4622|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1453.179||920.986|30.42|29.92|1.332||78.859|145.347|61.222|1.87|5.512||142.492|||
34.95709|-8.46082|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|829.702||883.723|5.15|5.89|1.784||67.911|118.423|129.24|0.36|5.551||171.824|||
34.99014|-8.45916|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1043.079||1071.429|16.89|20.95|2.156||112.542|263.354|89.205|1.64|5.974||262.75|||
34.89077|-8.4589|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|984.565||228.703|8.43|8.62|1.524||82.33|128.944|71.791|0.56|5.587||114.325|||
34.99129|-8.45869|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|983.183||1513.106|26.65|25.63|4.735||116.861|380.53|252.787|2.04|6.202||360.561|||
35.39203|-8.45764|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1248.28||690.089|29.67|28.97|0.726||89.552|167.196|83.952|2.19|5.495||104.241|||
35.39204|-8.45744|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|951.151||1043.613|17.56|13.87|2.807||89.679|130.832|133.467|1.22|6.173||345.305|||
34.9952|-8.45568|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1098.344||272.696|7.1|6.39|0.465||86.053|156.3|87.146|0.48|5.457||182.508|||
35.38921|-8.45493|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1135.49||1511.708|30.92|30.46|2.77||91.619|287.759|121.337|2.28|6.437||261.972|||
34.75295|-8.45325|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|675.291||466.995|4.98|4.78|1.222||68.592|103.914|161.511|0.42|5.99||147.876|||
34.99235|-8.45204|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|564.968||688.731|7.13|7.05|0.645||63.958|128.251|152.632|0.4|6.52||100.82|||
34.98966|-8.45202|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1048.536||2341.635|34.95|34.01|3.568||100.44|392.067|171.777|2.51|6.307||373.723|||
34.89351|-8.45141|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|941.511||530.612|7.34|5.75|1.896||72.595|161.873|131.681|0.51|5.777||211.277|||
35.1334|-8.45126|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|998.531||750.259|10.68|10.24|0.748||66.458|127.259|113.898|0.67|5.7||112.119|||
35.36717|-8.4485|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1406.472||474.368|21.22|16.41|0.915||82.521|79.646|6.468|1.45|5.339||103.432|||
34.97873|-8.44715|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1273.129||193.025|6.79|6.75|1.438||50.734|114.744|31.429|0.42|5.462||121.572|||
34.76001|-8.447|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|805.835||678.255|7.4|5.85|1.476||84.016|169.516|176.988|0.61|5.996||179.289|||
34.98494|-8.44692|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1478.448||895.022|35.43|35.52|3.124||177.066|274.862|116.984|2.52|5.066||358.29|||
34.81809|-8.44675|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|733.936||997.622|6.95|7.08|0.987||79.543|174.948|125.661|0.57|6.45||362.264|||
35.36622|-8.44674|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1419.275||325.451|14.54|13.52|0.902||82.383|103.74|22.941|0.79|5.21||94.107|||
34.90494|-8.44623|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|858.034||548.472|8.01|7.15|2.207||79.808|109.534|103.256|0.59|5.751||151.292|||
34.90451|-8.44616|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|733.558||670.73|9.59|9.54|3.216||75.969|119.267|134.068|0.66|5.875||155.776|||
34.81823|-8.44613|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|623.048||172.119|4.23|4.19|0.597||86.503|144.199|99.578|0.21|5.826||159.857|||
34.83161|-8.44601|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|803.436||681.776|7.53|7.41|1.447||85.937|152.329|138.001|0.54|6.288||261.939|||
35.13323|-8.44587|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1343.227||193.579|11.71|10.66|1.108||48.34|112.652|27.434|0.5|5.449||90.135|||
34.74276|-8.4448|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|534.168||439.299|6.23|5.42|0.632||79.226|90.231|133.976|0.34|6.19||140.663|||
34.74279|-8.44479|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|678.405||225.194|4.44|3.96|0.257||61.821|91.284|84.832|0.22|5.838||108.632|||
34.88784|-8.44417|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|882.317||259.61|9.1|7.96|2.076||113.062|125.574|179.227|0.69|5.79||162.626|||
34.98307|-8.44381|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|996.649||491.137|7.56|4.95|0.514||64.49|164.103|111.607|0.47|5.719||303.027|||
34.75115|-8.44379|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|777.525||269.885|4.86|7.61|0.379||77.306|101.101|117.603|0.39|5.321||216.504|||
34.82997|-8.44347|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|712.33||921.105|6.98|6.45|0.988||92.393|156.175|150.153|0.46|6.593||175.593|||
34.82686|-8.44336|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|818.375||392.31|4.43|4.68|1.268||95.541|193.916|89.017|0.41|6.259||230.348|||
34.76154|-8.44321|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|537.036||159.933|3.56|3.92|0.325||96.033|71.191|47.271|0.18|5.717||71.345|||
34.75111|-8.44307|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|621.173||346.376|3.98|4.72|0.344||59.116|93.817|164.869|0.34|5.475||188.191|||
34.74296|-8.44302|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|588.154||478.043|8.21|6.59|0.765||88.496|107.251|161.623|0.49|6.269||266.383|||
34.89879|-8.44236|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1056.843||873.895|12.57|11.73|2.701||97.751|152.05|155.989|1.14|5.216||383.394|||
35.00662|-8.44227|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|741.863||509.326|6.23|6.02|1.25||91.907|110.057|108.508|0.49|5.957||140.089|||
34.93646|-8.44172|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|761.866||595.24|8.82|7.87|2.134||94.006|113.693|176.965|0.5|5.974||107.667|||
34.93662|-8.44158|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1022.907||494.251|8.28|6.79|1.93||74.098|155.888|120.264|0.52|6.089||222.76|||
34.93682|-8.44106|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|942.592||493.493|8.6|8.17|2.518||71.893|173.264|135.905|0.57|5.917||265.805|||
34.9363|-8.43362|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|966.428||843.031|12.1|9.75|2.099||77.78|170.612|113.917|0.82|5.816||148.875|||
35.45184|-8.43338|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1275.672||859.864|24.33|26.4|2.021||87.607|117.334|91.35|1.58|5.588||179.187|||
34.93313|-8.43338|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|877.404||419.892|8.02|6.83|1.579||82.333|181.157|181.549|0.55|5.863||270.537|||
35.45984|-8.42996|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1262.083||273.795|19.35|15.59|1.766||82.522|133.438|57.151|1.16|5.215||132.298|||
35.41565|-8.42683|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1018.68||789.026|13.55|10.71|2.573||84.658|134.626|105.804|0.8|5.946||186.059|||
35.41557|-8.42547|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1078.2||482.195|15.41|13.13|1.497||62.537|146.851|90.349|0.98|5.964||221.608|||
35.42961|-8.42513|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1358.24||122.508|17.85|17.38|1.429||68.968|97.444|60.811|1.12|5.177||82.397|||
34.94173|-8.42384|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1221.517||547.698|29.75|26.68|3.175||125.515|293.704|122.658|2.04|5.621||296.658|||
35.41836|-8.42343|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1382.147||216.19|13.35|13.94|1.904||66.969|139.663|98.032|0.81|4.888||209.676|||
35.422|-8.42004|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1206.537||401.674|15.03|15.59|1.113||75.469|79.874|70.987|1.22|5.294||139.34|||
35.42287|-8.41925|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1376.728||351.468|15.48|15.6|1.847||87.924|66.024|55.493|1.05|5.245||72.275|||
34.98251|-8.4175|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1195.863||622.012|11.95|8.75|1.41||96.204|266.792|107.968|0.74|5.64||252.43|||
34.97703|-8.41743|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1057.458||256.549|6.1|4.67|1.209||67.868|115.088|94.291|0.43|5.243||179.113|||
34.94243|-8.41674|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1073.191||740.974|15.62|12.16|2.215||63.112|154.984|109.81|1.03|6.088||164.074|||
34.94253|-8.41567|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1084.299||480.582|8.18|8.02|1.98||63.912|170.957|119.081|0.57|5.874||348.036|||
34.94253|-8.41564|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1056.486||445.241|8.52|6.27|2.292||58.906|142.231|102.631|0.52|5.789||369.12|||
34.94348|-8.41527|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|856.085||314.794|4.42|6.01|0.754||68.439|84.217|70.675|0.25|5.036||62.047|||
35.38346|-8.41486|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1120.552||375.755|16.74|13.87|2.175||104.184|159.658|104.995|1.04|5.479||231.247|||
35.45184|-8.41385|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|968.512||828.45|18.72|17.85|2.6||85.037|142.565|124.968|1.11|5.985||275.951|||
35.40088|-8.41355|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1097.565||904.35|22.97|21.98|3.845||108.707|243.373|127.475|1.73|5.801||218.437|||
35.38663|-8.41342|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1278.779||728.849|19.78|18.65|1.745||115.74|178.604|102.472|1.29|5.543||261.127|||
35.45105|-8.41286|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1041.99||510.979|16.25|15.07|2.039||122.534|164.643|132.935|1.16|5.939||281.114|||
35.45105|-8.41284|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1190.921||425.325|17.43|15.56|1.751||102.584|187.123|89.349|1.02|5.574||284.379|||
35.39906|-8.41243|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1158.457||1410.343|29.93|31.02|4.28||145.34|365.201|225.637|2.02|5.638||395.765|||
