longitude|latitude|start_date|end_date|source|horizon_lower|horizon_upper|aluminium_extractable|boron_extractable|calcium_extractable|carbon_organic|carbon_total|copper_extractable|electrical_conductivity|iron_extractable|magnesium_extractable|manganese_extractable|nitrogen_total|ph|phosphorus_extractable|potassium_extractable|sodium_extractable|sulphur_extractable|zinc_extractable
9.3368|7.04347|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|651.02||394.459|4.98|5.5|0.546||135.902|127.211|150.735|0.43|6.141||73.829|||
9.37393|7.04409|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|663.268||302.622|3.2|4.06|0.73||90.452|99.024|106.914|0.28|6.03||68.716|||
9.37649|7.04435|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|706.878||1391.792|10.02|14.1|0.942||159.978|127.728|71.176|0.59|6.228||104.039|||
9.33124|7.04453|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|908.246||540.848|6.52|9.46|2.109||102.126|134.271|117.075|0.67|5.825||137.077|||
9.3755|7.0448|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|516.999||48.699|3.73|4.43|0.124||139.643|78.692|44.489|0.29|5.795||70.847|||
9.37478|7.045|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|638.592||269.507|5.11|7.68|0.612||130.101|100.32|78.164|0.35|6.034||67.512|||
9.37064|7.04518|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|536.728||189.611|3.35|4.3|0.363||104.313|90.813|97.85|0.26|5.959||67.355|||
9.33501|7.04572|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|816.401||722.185|7.3|9.29|1.264||124.329|125.525|143.309|0.67|5.98||77.144|||
9.33667|7.04576|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|683.522||311.298|4.76|5.29|1.178||83.258|108.412|145.5|0.32|5.941||76.037|||
9.30475|7.04609|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|602.753||287.336|4.44|4.68|0.85||88.726|118.822|144.873|0.25|5.494||70.303|||
9.30475|7.04609|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|704.819||469.423|5.02|5.29|0.56||89.54|107.812|149.57|0.39|5.964||92.599|||
9.3705|7.04615|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|465.94||396.464|3.65|3.93|0.76||77.03|103.326|83.595|0.28|6.131||79.687|||
9.3705|7.04615|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|525.214||278.67|4.71|4.98|0.463||75.342|124.128|94.78|0.36|5.982||65.844|||
9.30714|7.04622|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|467.331||366.046|4.5|4.84|0.273||141.86|116.216|117.396|0.35|6.261||64.388|||
9.33488|7.0469|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|788.092||615.15|8.29|9.21|1.606||116.786|132.159|132.529|0.79|6.204||79.441|||
9.30158|7.048|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|433.846||635.974|4.26|4.45|0.526||67.89|103.363|135.077|0.36|6.828||97.96|||
9.33398|7.04833|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|928.988||1011.269|12.47|12.47|2.056||102.995|186.126|160.377|0.96|6.004||175.964|||
9.30888|7.04869|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|571.378||733.524|5.02|5.15|0.714||79.649|148.445|115.884|0.42|6.766||127.609|||
9.33616|7.04882|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|934.371||579.877|11.41|11.41|2.781||101.14|180.477|143.065|0.99|5.854||144.03|||
9.3042|7.04931|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|723.811||438.83|4.26|4.86|0.52||92.982|109.238|142.902|0.37|5.882||99.948|||
9.37547|7.04931|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|661.979||245.016|5.53|6.92|0.702||169.344|118.245|81.721|0.48|5.977||79.651|||
9.37562|7.04934|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|548.315||193.246|3.78|4.53|0.274||97.872|99.226|82.803|0.3|5.832||77.381|||
9.3041|7.05033|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|689.847||390.367|5.01|5.36|0.67||87.718|105.223|162.43|0.43|6.001||91.374|||
9.3529|7.05046|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|599.983||255.196|4.99|7.67|0.425||117.307|133.579|78.861|0.37|6.12||66.135|||
9.35564|7.05053|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|973.201||831.16|8.47|10.4|2.122||116.241|170.802|151.482|0.83|6.009||101.861|||
9.30119|7.05068|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|685.35||894.62|8.54|8.54|1.224||109.006|172.09|143.456|0.88|6.069||135.325|||
9.35423|7.0507|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|356.861||356.87|3.56|3.87|0.388||91.726|89.124|119.905|0.23|5.93||60.276|||
9.35423|7.0507|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|737.747||1243.694|9.6|12.64|0.992||131.436|118.968|96.071|0.61|6.133||74.309|||
9.31002|7.05083|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|688.345||604.612|4.45|5.04|0.717||82.894|130.553|135.642|0.4|6.482||116.939|||
9.30774|7.0518|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|874.117||686.588|11.2|11.76|1.686||114.739|144.704|121.857|0.91|6.082||99.346|||
9.34769|7.05262|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|559.948||187.505|3.65|4.63|0.626||157.492|114.369|71.632|0.35|6.052||74.645|||
9.35725|7.05264|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1122.617||634.339|6.35|7.41|1.817||96.744|144.183|85.63|0.6|5.777||128.07|||
9.3093|7.0529|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|745.613||670.379|6.09|6.26|1.981||95.765|177.311|147.972|0.68|6.327||188.664|||
9.34825|7.05309|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|582.198||195.327|4.24|4.89|0.633||100.292|111.669|87.858|0.28|6.027||73.383|||
9.35444|7.05427|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|652.578||390.066|5.73|6.83|0.723||130.412|131.445|128.893|0.56|6.0||70.091|||
9.34994|7.056|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|614.952||334.786|3.26|3.95|0.812||136.329|108.512|112.007|0.29|5.977||81.054|||
9.35403|7.05727|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|486.149||1022.992|5.47|6.28|0.353||116.313|110.232|56.312|0.45|6.015||72.535|||
9.35352|7.05798|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|506.103||1022.735|4.46|5.36|0.417||152.111|144.376|53.43|0.43|6.106||85.641|||
-2.17811|7.15725|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|627.078||1060.104|9.83|11.32|3.795||102.09|297.534|233.023|0.99|7.103||267.6|||
-2.18283|7.15885|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|795.009||1581.874|11.98|11.7|2.513||73.573|329.96|205.533|1.1|6.739||144.087|||
-2.17455|7.15917|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|758.679||1411.525|20.13|18.75|3.688||97.404|360.463|242.357|1.92|6.368||166.438|||
-2.17939|7.16432|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|770.436||2121.732|21.93|24.01|6.4||101.447|337.327|443.744|2.27|7.058||184.309|||
-2.18504|7.1659|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|804.358||1632.537|21.53|21.82|4.566||94.219|360.144|288.522|2.01|6.493||201.051|||
-2.18409|7.16595|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|756.574||1422.171|14.39|12.72|3.999||85.075|304.62|260.673|1.15|6.456||148.504|||
-2.19151|7.16752|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|693.91||2271.897|24.47|22.87|3.396||87.166|396.335|258.959|2.64|6.94||283.316|||
-2.18795|7.16932|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|515.621||1706.365|13.52|12.78|3.789||107.312|425.699|521.097|1.32|8.025||145.505|||
-2.18975|7.17104|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|750.205||1980.135|14.81|16.9|5.056||91.925|365.145|344.568|1.36|6.988||263.447|||
-2.25773|7.18189|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|637.582||1068.199|11.0|11.45|2.611||135.288|227.722|277.434|1.06|6.714||68.982|||
-2.25082|7.1851|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|787.108||506.261|6.71|6.55|1.098||71.539|173.406|70.32|0.54|6.004||97.05|||
-2.25336|7.18826|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|654.791||1392.841|13.57|14.6|2.977||112.642|240.59|323.239|1.19|6.434||118.992|||
-2.25532|7.18906|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|462.738||520.603|3.55|4.56|0.445||90.394|225.662|95.056|0.25|6.283||87.178|||
-2.2509|7.18996|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|861.42||1244.182|11.16|12.72|2.534||99.001|287.303|231.368|0.97|6.39||129.198|||
-2.24985|7.19001|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|822.681||1027.954|14.22|14.17|3.503||125.797|278.226|393.402|1.48|6.004||95.665|||
-2.22598|7.19193|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|595.314||2329.726|10.36|9.08|3.676||119.735|440.69|227.826|1.03|7.411||246.632|||
-2.25736|7.19335|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|570.283||1114.469|8.58|7.76|1.545||132.076|190.746|121.234|0.9|6.717||91.593|||
-2.25165|7.19405|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|824.249||1655.77|13.38|15.31|3.225||88.574|287.88|230.164|1.29|6.864||107.931|||
-2.2131|7.19417|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|834.051||2327.594|12.57|12.61|3.066||92.084|320.497|211.645|1.31|6.629||162.364|||
-2.22775|7.19447|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|607.808||966.319|9.36|10.25|1.565||110.433|200.647|168.407|0.59|7.059||79.42|||
-2.22225|7.19472|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|710.489||1601.85|12.51|12.03|3.498||120.392|342.886|233.237|1.2|6.755||153.625|||
-2.2297|7.19621|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|845.28||2664.516|42.88|41.67|3.517||97.007|577.705|235.295|3.63|6.833||296.228|||
-2.22882|7.19623|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|800.514||1400.476|13.67|13.74|4.392||103.518|284.771|241.597|1.44|6.554||116.866|||
-2.22162|7.19647|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|666.058||862.144|5.99|6.06|1.209||111.188|291.227|124.872|0.56|6.66||204.389|||
-2.21872|7.19656|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|725.219||2267.69|16.97|16.0|3.316||76.893|386.799|258.763|2.38|6.67||209.946|||
-2.21779|7.19662|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|590.162||1249.645|18.67|20.68|4.449||100.338|316.363|319.029|1.69|6.679||245.915|||
-2.21505|7.19682|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|738.592||2081.867|19.7|19.66|3.158||102.718|472.069|208.413|1.63|6.834||131.159|||
-2.25289|7.19712|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|964.522||2568.101|20.7|19.61|4.545||97.055|472.885|240.596|1.6|6.766||112.47|||
-2.22348|7.19996|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|736.145||1799.864|8.13|7.23|3.319||137.667|594.069|210.668|0.68|7.021||161.518|||
-2.19864|7.20182|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|866.621||2007.432|29.6|33.14|4.412||92.918|416.22|247.976|3.13|6.357||197.0|||
-2.23109|7.20325|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|779.729||1330.203|14.72|14.62|3.852||119.787|295.395|238.343|1.46|6.528||123.018|||
-2.19526|7.20386|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|440.773||4456.24|17.91|19.41|4.371||100.366|353.175|229.527|1.68|8.056||248.748|||
-2.22364|7.20441|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|690.99||1996.435|20.21|21.16|5.87||115.022|310.578|331.149|1.94|6.634||145.553|||
-2.21358|7.20481|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|698.934||2314.996|10.36|9.78|3.551||118.909|473.345|251.113|1.19|6.909||157.954|||
-2.21453|7.20567|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|713.037||1212.203|14.53|14.57|3.97||90.684|298.786|214.804|1.2|6.569||123.517|||
-2.2275|7.20607|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|863.52||1140.47|12.11|13.89|3.746||120.239|379.965|282.875|1.26|6.509||122.028|||
-2.20256|7.2061|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|798.232||1374.472|11.96|13.3|3.447||79.666|215.042|230.859|1.11|6.55||145.406|||
-2.22104|7.20714|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|858.302||1449.055|13.86|14.31|3.052||104.065|313.872|306.134|1.23|6.626||154.067|||
-2.22573|7.20791|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|786.011||1055.332|12.31|11.27|2.842||112.988|224.874|187.552|1.2|6.34||98.115|||
-2.21655|7.20827|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|677.983||1554.839|14.66|15.24|2.946||107.137|302.462|257.584|1.37|6.894||132.303|||
-2.21567|7.20833|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|701.769||768.738|10.05|10.86|2.605||111.333|204.103|303.876|0.91|6.506||133.362|||
-2.24883|7.20877|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|756.416||1075.349|10.88|8.53|2.376||92.931|198.987|283.662|1.08|6.461||83.035|||
-2.23502|7.20933|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|915.863||1239.714|14.04|10.81|5.398||89.32|370.316|316.997|1.11|6.352||91.473|||
-2.19998|7.20974|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|729.296||1088.212|13.02|14.15|3.043||102.61|233.832|307.771|1.19|6.528||69.287|||
-2.23875|7.21012|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|747.71||2738.368|16.58|16.1|4.619||103.46|218.579|401.835|1.73|6.689||105.345|||
-2.21571|7.21096|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|893.507||1900.612|26.42|25.84|3.467||88.114|372.832|200.556|2.38|6.141||224.465|||
-2.24344|7.21153|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|676.427||1552.601|16.29|18.01|3.018||110.875|308.292|309.238|1.59|6.601||125.314|||
-2.21402|7.21181|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|758.669||2114.856|18.59|17.87|3.648||93.952|283.603|337.527|1.38|6.845||254.927|||
-2.2342|7.21204|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|680.02||2153.806|10.96|12.38|2.523||95.756|256.005|323.161|1.2|7.114||123.695|||
-2.19833|7.21339|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|779.736||1415.914|13.87|13.88|3.207||95.799|261.634|282.696|1.07|6.59||184.204|||
-2.24637|7.21423|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|804.504||1476.882|12.06|13.34|3.228||96.006|280.201|198.437|1.13|6.479||97.606|||
-2.19557|7.21435|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1010.778||893.057|11.82|11.45|1.688||76.94|204.89|237.525|0.9|5.917||135.951|||
-2.25018|7.21506|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|726.422||807.282|14.14|15.35|2.21||84.374|231.868|285.146|1.48|6.408||128.907|||
-2.19741|7.21516|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|987.209||1162.748|9.27|11.1|2.463||97.113|195.71|275.358|0.76|6.378||84.333|||
-2.19839|7.21688|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|847.538||1043.801|15.91|15.31|3.604||90.318|286.325|215.421|1.39|6.137||138.212|||
-2.22001|7.21715|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|640.322||1817.486|20.37|20.39|4.486||104.132|358.083|299.077|1.67|7.073||123.986|||
-2.22527|7.21774|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|781.163||1695.146|16.9|16.62|3.233||113.144|411.617|429.549|1.23|6.535||103.021|||
-2.21147|7.21903|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|514.549||4206.296|14.0|16.36|3.824||79.85|339.757|249.549|1.62|7.898||286.957|||
-2.23269|7.21923|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1005.69||1142.315|10.01|10.78|3.152||104.992|386.234|129.965|0.85|6.022||38.346|||
-2.18943|7.22|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|557.729||630.35|10.62|11.55|1.587||132.829|127.725|205.323|0.73|5.993||83.735|||
-2.1838|7.22016|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|451.611||695.187|5.51|5.08|0.592||91.279|162.083|112.8|0.44|6.537||67.673|||
-2.17919|7.22111|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|956.877||1556.586|11.1|11.73|2.793||77.528|215.26|171.985|1.0|6.413||97.568|||
-2.18017|7.2221|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|776.181||1220.868|15.54|16.81|2.721||87.443|241.08|244.124|1.53|6.484||181.814|||
-2.18393|7.2228|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|1007.346||1341.978|10.45|9.98|2.524||87.038|234.501|203.093|0.95|6.965||127.197|||
-2.18494|7.22436|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|818.117||1064.857|15.74|15.03|2.586||112.477|266.637|280.356|1.38|6.45||177.129|||
-2.19416|7.22702|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|727.041||851.495|12.7|12.36|2.858||105.715|198.64|269.786|1.08|6.457||103.473|||
-2.18952|7.2271|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|662.454||2251.056|17.62|19.48|6.072||113.309|493.861|291.378|1.51|7.408||109.271|||
-2.22853|7.2274|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|819.016||1200.295|15.87|16.88|2.416||93.391|272.797|218.052|1.49|6.157||122.376|||
-2.19065|7.22784|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|800.502||997.893|13.25|13.43|2.981||113.384|260.133|280.303|1.23|6.608||112.671|||
-2.18507|7.22805|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|530.36||2467.984|12.1|12.63|4.05||372.166|597.577|226.504|1.31|6.628||99.726|||
-2.17866|7.22825|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|640.403||2203.346|20.68|20.31|3.642||159.129|693.835|266.103|1.83|6.779||235.004|||
-2.19157|7.22869|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|760.354||2132.878|20.18|18.93|4.977||120.646|366.1|275.375|1.77|6.963||148.58|||
-2.18089|7.22872|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|749.908||1749.589|12.83|14.62|5.44||77.448|299.65|320.79|1.56|6.821||191.961|||
-2.2387|7.22955|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|617.168||488.331|11.39|8.53|1.01||135.055|139.578|189.101|0.99|6.445||60.583|||
-2.23594|7.2306|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|880.628||761.359|10.21|10.23|2.084||123.385|243.581|68.881|0.71|5.951||71.466|||
-2.2314|7.23082|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|581.746||817.604|10.11|9.21|1.829||105.512|178.818|226.08|0.8|6.435||87.102|||
-2.18708|7.23161|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|729.369||998.549|6.43|7.51|2.215||86.825|324.757|148.257|0.52|6.59||175.526|||
-2.18435|7.23167|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|734.908||1850.73|17.21|17.31|4.086||92.871|277.175|318.383|1.94|6.706||163.413|||
-2.226|7.23279|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|948.016||863.252|10.41|10.92|2.35||96.893|217.171|143.286|0.82|6.085||87.759|||
-2.19061|7.2331|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|969.544||1491.869|13.52|14.21|2.886||107.71|229.396|220.379|1.25|6.739||128.277|||
-2.23146|7.23339|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|775.444||1563.183|16.05|16.25|3.404||107.72|345.648|230.614|1.56|6.268||146.61|||
-2.23059|7.23346|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|662.481||951.905|14.07|14.48|2.366||100.943|241.384|282.948|1.27|6.406||125.757|||
-2.18167|7.23348|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|687.536||1085.09|9.72|13.01|3.245||117.831|314.607|268.626|0.86|6.4||101.945|||
-2.24067|7.23408|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|772.719||1151.845|12.67|13.99|2.02||106.784|260.03|159.701|1.07|6.537||88.428|||
-2.23616|7.23415|01/01/2008|31/12/2018|afsis_spectral https://www.isda-africa.com/posts/2023-03-16-soil-data-release/|50|20|601.682||2487.623|5.53|5.17|2.281||103.569|717.088|121.035|0.42|7.588||143.855|||
